time,location,name,rank
2015-02-23T01:03:12Z,Memphis,Waffle House,1
2015-02-23T01:03:12Z,Memphis,Wright State,2
2015-02-23T01:03:12Z,Memphis,#GoTigersGo,3
2015-02-23T01:06:54Z,Mesa,#OscarsRedCarpet,1
2015-02-23T01:06:54Z,Mesa,#8morecampuses,2
2015-02-23T01:06:54Z,Mesa,#RedCarpetOscar,3
2015-02-23T01:06:50Z,Miami,#Oscars2015,1
2015-02-23T01:06:50Z,Miami,#ERedCarpet,2
2015-02-23T01:06:50Z,Miami,Zoe Saldana,3
2015-02-23T01:06:51Z,Milwaukee,#UWMdragshow,1
2015-02-23T01:06:51Z,Milwaukee,#Oscars2015,2
2015-02-23T01:06:51Z,Milwaukee,#Daytona500,3
2015-02-23T01:03:11Z,Minneapolis,#Oscars2015,1
2015-02-23T01:03:11Z,Minneapolis,#MiracleOnIce,2
2015-02-23T01:03:11Z,Minneapolis,#Daytona500,3
2015-02-23T01:06:50Z,Nashville,#Oscars2015,1
2015-02-23T01:06:50Z,Nashville,#Daytona500,2
2015-02-23T01:06:50Z,Nashville,#NOAH2Nashvilles,3
2015-02-23T01:06:50Z,New Haven,#Oscars2015,1
2015-02-23T01:06:50Z,New Haven,#Daytona500,2
2015-02-23T01:06:50Z,New Haven,Joey Logano,3
2015-02-23T01:03:13Z,New Orleans,#Oscars2015,1
2015-02-23T01:03:13Z,New Orleans,Zoe Saldana,2
2015-02-23T01:03:13Z,New Orleans,Waffle House,3
2015-02-23T01:06:49Z,New York,#OscarsRedCarpet,1
2015-02-23T01:06:49Z,New York,#AskHerMore,2
2015-02-23T01:06:49Z,New York,Zoe Saldana,3
2015-02-23T01:06:50Z,Norfolk,#Oscars2015,1
2015-02-23T01:06:50Z,Norfolk,Zoe Saldana,2
2015-02-23T01:06:50Z,Norfolk,#Daytona500,3
2015-02-23T01:03:19Z,Oklahoma City,#Oscars2015,1
2015-02-23T01:03:19Z,Oklahoma City,Thunder,2
2015-02-23T01:03:19Z,Oklahoma City,Sam Presti,3
2015-02-23T01:06:54Z,Omaha,Tim Miles,1
2015-02-23T01:06:54Z,Omaha,The Oscars,2
2015-02-23T01:06:54Z,Omaha,Winston,3
2015-02-23T01:06:50Z,Orlando,#FullSailOscars,1
2015-02-23T01:06:50Z,Orlando,#Oscars2015,2
2015-02-23T01:06:50Z,Orlando,#Daytona500,3
2015-02-23T01:06:49Z,Philadelphia,#OscarsRedCarpet,1
2015-02-23T01:06:49Z,Philadelphia,#AskHerMore,2
2015-02-23T01:06:49Z,Philadelphia,#ERedCarpet,3
2015-02-23T01:06:49Z,Phoenix,#Oscars2015,1
2015-02-23T01:06:49Z,Phoenix,#NashOnTheView,2
2015-02-23T01:06:49Z,Phoenix,#DbacksFanFest,3
2015-02-23T01:06:50Z,Pittsburgh,#Oscars2015,1
2015-02-23T01:06:50Z,Pittsburgh,Staal,2
2015-02-23T01:06:50Z,Pittsburgh,#ERedCarpet,3
2015-02-23T01:06:50Z,Portland,#Oscars2015,1
2015-02-23T01:06:50Z,Portland,West Linn,2
2015-02-23T01:06:50Z,Portland,Toni,3
2015-02-23T01:06:51Z,Providence,#Oscars2015,1
2015-02-23T01:06:51Z,Providence,#Daytona500,2
2015-02-23T01:06:51Z,Providence,Walmart,3
2015-02-23T01:06:50Z,Raleigh,#Oscars2015,1
2015-02-23T01:06:50Z,Raleigh,#Daytona500,2
2015-02-23T01:06:50Z,Raleigh,Dakota Johnson,3
2015-02-23T01:06:51Z,Richmond,#Oscars2015,1
2015-02-23T01:06:51Z,Richmond,Richmond,2
2015-02-23T01:06:51Z,Richmond,Winston,3
2015-02-23T01:03:11Z,Sacramento,#NashOnTheView,1
2015-02-23T01:03:11Z,Sacramento,#Oscars,2
2015-02-23T01:03:11Z,Sacramento,#Daytona500,3
2015-02-23T01:06:50Z,Salt Lake City,The Oscars,1
2015-02-23T01:06:50Z,Salt Lake City,#L2E2015,2
2015-02-23T01:06:50Z,Salt Lake City,Utes,3
2015-02-23T01:06:50Z,San Antonio,#Oscars2015,1
2015-02-23T01:06:50Z,San Antonio,The Oscars,2
2015-02-23T01:06:50Z,San Antonio,Zoe Saldana,3
2015-02-23T01:06:50Z,San Diego,#Oscars2015,1
2015-02-23T01:06:50Z,San Diego,The Oscars,2
2015-02-23T01:06:50Z,San Diego,#Daytona500,3
2015-02-23T01:06:50Z,San Francisco,#OscarsRedCarpet,1
2015-02-23T01:06:50Z,San Francisco,#AskHerMore,2
2015-02-23T01:06:50Z,San Francisco,#ERedCarpet,3
2015-02-23T01:03:17Z,San Jose,#OscarsRedCarpet,1
2015-02-23T01:03:17Z,San Jose,#RedCarpetOscar,2
2015-02-23T01:03:17Z,San Jose,#8morecampuses,3
2015-02-23T01:06:49Z,Seattle,#Oscars2015,1
2015-02-23T01:06:49Z,Seattle,Rosamund Pike,2
2015-02-23T01:06:49Z,Seattle,#Daytona500,3
2015-02-23T01:06:50Z,St. Louis,#Oscars2015,1
2015-02-23T01:06:50Z,St. Louis,#ERedCarpet,2
2015-02-23T01:06:50Z,St. Louis,#AskHerMore,3
2015-02-23T01:06:51Z,Tallahassee,#FAMUPageant2k15,1
2015-02-23T01:06:51Z,Tallahassee,Winston,2
2015-02-23T01:06:51Z,Tallahassee,Tallahassee,3
2015-02-23T01:03:12Z,Tampa,#Oscars2015,1
2015-02-23T01:03:12Z,Tampa,#ERedCarpet,2
2015-02-23T01:03:12Z,Tampa,#Daytona500,3
2015-02-23T01:06:53Z,Tucson,#OscarsRedCarpet,1
2015-02-23T01:06:53Z,Tucson,#8morecampuses,2
2015-02-23T01:06:53Z,Tucson,#RedCarpetOscar,3
2015-02-23T01:03:18Z,Virginia Beach,#OscarsRedCarpet,1
2015-02-23T01:03:18Z,Virginia Beach,#RedCarpetOscar,2
2015-02-23T01:03:18Z,Virginia Beach,#8morecampuses,3
2015-02-23T01:06:50Z,Washington,#OscarsRedCarpet,1
2015-02-23T01:06:50Z,Washington,#ERedCarpet,2
2015-02-23T01:06:50Z,Washington,#AskHerMore,3
