time,location,name,rank
2015-02-23T06:31:37Z,San Jose,#Oscars2015,3
2015-02-23T06:37:18Z,Seattle,#Oscars2015,1
2015-02-23T06:37:18Z,Seattle,Julie Andrews,2
2015-02-23T06:37:18Z,Seattle,Sean Penn,3
2015-02-23T06:37:18Z,St. Louis,#Oscars2015,1
2015-02-23T06:37:18Z,St. Louis,Julie Andrews,2
2015-02-23T06:37:18Z,St. Louis,Eddie Redmayne,3
2015-02-23T06:37:19Z,Tallahassee,#Oscars2015,1
2015-02-23T06:37:19Z,Tallahassee,#FAMUPageant2k15,2
2015-02-23T06:37:19Z,Tallahassee,Julie Andrews,3
2015-02-23T06:37:19Z,Tampa,#Oscars2015,1
2015-02-23T06:37:19Z,Tampa,Julie Andrews,2
2015-02-23T06:37:19Z,Tampa,#WWEFastLane,3
2015-02-23T06:37:21Z,Tucson,Sean Penn,1
2015-02-23T06:37:21Z,Tucson,#RBDFOREVER,2
2015-02-23T06:37:21Z,Tucson,#Oscars2015,3
2015-02-23T06:31:37Z,Virginia Beach,Sean Penn,1
2015-02-23T06:31:37Z,Virginia Beach,#RBDFOREVER,2
2015-02-23T06:31:37Z,Virginia Beach,#Oscars2015,3
2015-02-23T06:31:34Z,Washington,#Oscars2015,1
2015-02-23T06:31:34Z,Washington,Julie Andrews,2
2015-02-23T06:31:34Z,Washington,Sean Penn,3
