time,location,name,rank
2015-02-23T04:07:21Z,Columbus,Patricia Arquette,3
2015-02-23T04:10:18Z,Dallas-Ft. Worth,#Oscars2015,1
2015-02-23T04:10:18Z,Dallas-Ft. Worth,Patricia Arquette,2
2015-02-23T04:10:18Z,Dallas-Ft. Worth,Jennifer Hudson,3
2015-02-23T04:10:18Z,Denver,#Oscars2015,1
2015-02-23T04:10:18Z,Denver,Patricia Arquette,2
2015-02-23T04:10:18Z,Denver,Neil Patrick Harris,3
2015-02-23T04:07:20Z,Detroit,#Oscars2015,1
2015-02-23T04:07:20Z,Detroit,Patricia Arquette,2
2015-02-23T04:07:20Z,Detroit,#WWEFastLane,3
2015-02-23T04:07:25Z,El Paso,#Oscars2015,1
2015-02-23T04:07:25Z,El Paso,Patricia Arquette,2
2015-02-23T04:07:25Z,El Paso,Taking Back Sunday,3
2015-02-23T04:10:18Z,Harrisburg,#Oscars2015,1
2015-02-23T04:10:18Z,Harrisburg,Neil Patrick Harris,2
2015-02-23T04:10:18Z,Harrisburg,#WWEFastLane,3
2015-02-23T04:07:22Z,Honolulu,Oscars,1
2015-02-23T04:07:22Z,Honolulu,UC Davis,2
2015-02-23T04:07:22Z,Honolulu,Skype,3
2015-02-23T04:10:18Z,Houston,#Oscars2015,1
2015-02-23T04:10:18Z,Houston,Patricia Arquette,2
2015-02-23T04:10:18Z,Houston,Neil Patrick Harris,3
2015-02-23T04:07:21Z,Indianapolis,#Oscars2015,1
2015-02-23T04:07:21Z,Indianapolis,Neil Patrick Harris,2
2015-02-23T04:07:21Z,Indianapolis,Patricia Arquette,3
2015-02-23T04:10:19Z,Jackson,#Oscars2015,1
2015-02-23T04:10:19Z,Jackson,#Glory,2
2015-02-23T04:10:19Z,Jackson,Tim McGraw,3
2015-02-23T04:10:22Z,Jacksonville,#Oscars2015,1
2015-02-23T04:10:22Z,Jacksonville,#WWEFastLane,2
2015-02-23T04:10:22Z,Jacksonville,Neil Patrick Harris,3
2015-02-23T04:10:22Z,Kansas City,#Oscars2015,1
2015-02-23T04:10:22Z,Kansas City,Neil Patrick Harris,2
2015-02-23T04:10:22Z,Kansas City,Patricia Arquette,3
2015-02-23T04:07:21Z,Las Vegas,John Legend and Common,1
2015-02-23T04:07:21Z,Las Vegas,Chris Pine,2
2015-02-23T04:07:21Z,Las Vegas,#RomanvsBryan,3
2015-02-23T04:10:18Z,Los Angeles,#Oscars2015,1
2015-02-23T04:10:18Z,Los Angeles,Patricia Arquette,2
2015-02-23T04:10:18Z,Los Angeles,#RomanvsBryan,3
2015-02-23T04:10:19Z,Louisville,#Oscars2015,1
2015-02-23T04:10:19Z,Louisville,Neil Patrick Harris,2
2015-02-23T04:10:19Z,Louisville,#WWEFastLane,3
2015-02-23T04:07:21Z,Memphis,#Oscars2015,1
2015-02-23T04:07:21Z,Memphis,Patricia Arquette,2
2015-02-23T04:07:21Z,Memphis,#WWEFastLane,3
2015-02-23T04:10:22Z,Mesa,Travolta,1
2015-02-23T04:10:22Z,Mesa,Chris Pine,2
2015-02-23T04:10:22Z,Mesa,Everything is Awesome,3
2015-02-23T04:07:21Z,Miami,#Oscars2015,1
2015-02-23T04:07:21Z,Miami,Patricia Arquette,2
2015-02-23T04:07:21Z,Miami,Everything is Awesome,3
2015-02-23T04:07:22Z,Milwaukee,Neil Patrick Harris,1
2015-02-23T04:07:22Z,Milwaukee,#Oscars2015,2
2015-02-23T04:07:22Z,Milwaukee,Patricia Arquette,3
2015-02-23T04:10:18Z,Minneapolis,#Oscars2015,1
2015-02-23T04:10:18Z,Minneapolis,Patricia Arquette,2
2015-02-23T04:10:18Z,Minneapolis,Neil Patrick Harris,3
2015-02-23T04:07:21Z,Nashville,#Oscars2015,1
2015-02-23T04:07:21Z,Nashville,Neil Patrick Harris,2
2015-02-23T04:07:21Z,Nashville,Patricia Arquette,3
2015-02-23T04:07:21Z,New Haven,#Oscars2015,1
2015-02-23T04:07:21Z,New Haven,Neil Patrick Harris,2
2015-02-23T04:07:21Z,New Haven,Patricia Arquette,3
2015-02-23T04:07:22Z,New Orleans,#Oscars2015,1
2015-02-23T04:07:22Z,New Orleans,Patricia Arquette,2
2015-02-23T04:07:22Z,New Orleans,#WWEFastLane,3
2015-02-23T04:07:21Z,New York,#Glory,1
2015-02-23T04:07:21Z,New York,#RomanvsBryan,2
2015-02-23T04:07:21Z,New York,Patricia Arquette,3
2015-02-23T04:07:21Z,Norfolk,#Oscars2015,1
2015-02-23T04:07:21Z,Norfolk,Neil Patrick Harris,2
2015-02-23T04:07:21Z,Norfolk,Patricia Arquette,3
2015-02-23T04:07:25Z,Oklahoma City,#Oscars2015,1
2015-02-23T04:07:25Z,Oklahoma City,Patricia Arquette,2
2015-02-23T04:07:25Z,Oklahoma City,#WWEFastLane,3
2015-02-23T04:10:22Z,Omaha,#Oscars2015,1
2015-02-23T04:10:22Z,Omaha,Neil Patrick Harris,2
2015-02-23T04:10:22Z,Omaha,Patricia Arquette,3
2015-02-23T04:07:21Z,Orlando,#Oscars2015,1
2015-02-23T04:07:21Z,Orlando,Patricia Arquette,2
2015-02-23T04:07:21Z,Orlando,Neil Patrick Harris,3
2015-02-23T04:10:18Z,Philadelphia,#Oscars2015,1
2015-02-23T04:10:18Z,Philadelphia,#RomanvsBryan,2
2015-02-23T04:10:18Z,Philadelphia,Everything is Awesome,3
2015-02-23T04:07:21Z,Phoenix,#Oscars2015,1
2015-02-23T04:07:21Z,Phoenix,Patricia Arquette,2
2015-02-23T04:07:21Z,Phoenix,#WWEFastLane,3
2015-02-23T04:07:21Z,Pittsburgh,#Oscars2015,1
2015-02-23T04:07:21Z,Pittsburgh,Patricia Arquette,2
2015-02-23T04:07:21Z,Pittsburgh,Neil Patrick Harris,3
2015-02-23T04:07:21Z,Portland,#Oscars2015,1
2015-02-23T04:07:21Z,Portland,Patricia Arquette,2
2015-02-23T04:07:21Z,Portland,#PORvsMEM,3
2015-02-23T04:07:22Z,Providence,#Oscars2015,1
2015-02-23T04:07:22Z,Providence,Neil Patrick Harris,2
2015-02-23T04:07:22Z,Providence,#WWEFastLane,3
2015-02-23T04:10:19Z,Raleigh,#Oscars2015,1
2015-02-23T04:10:19Z,Raleigh,Patricia Arquette,2
2015-02-23T04:10:19Z,Raleigh,Neil Patrick Harris,3
2015-02-23T04:10:19Z,Richmond,#Oscars2015,1
2015-02-23T04:10:19Z,Richmond,#WWEFastLane,2
2015-02-23T04:10:19Z,Richmond,Patricia Arquette,3
2015-02-23T04:07:21Z,Sacramento,#Oscars2015,1
2015-02-23T04:07:21Z,Sacramento,Patricia Arquette,2
2015-02-23T04:07:21Z,Sacramento,#WWEFastLane,3
2015-02-23T04:10:19Z,Salt Lake City,#Oscars2015,1
2015-02-23T04:10:19Z,Salt Lake City,Neil Patrick Harris,2
2015-02-23T04:10:19Z,Salt Lake City,Patricia Arquette,3
2015-02-23T04:10:18Z,San Antonio,#Oscars2015,1
2015-02-23T04:10:18Z,San Antonio,Neil Patrick Harris,2
2015-02-23T04:10:18Z,San Antonio,Patricia Arquette,3
2015-02-23T04:10:18Z,San Diego,#Oscars2015,1
2015-02-23T04:10:18Z,San Diego,Patricia Arquette,2
2015-02-23T04:10:18Z,San Diego,Neil Patrick Harris,3
2015-02-23T04:10:18Z,San Francisco,#Oscars2015,1
2015-02-23T04:10:18Z,San Francisco,Patricia Arquette,2
2015-02-23T04:10:18Z,San Francisco,Everything is Awesome,3
2015-02-23T04:07:24Z,San Jose,John Legend and Common,1
2015-02-23T04:07:24Z,San Jose,Chris Pine,2
2015-02-23T04:07:24Z,San Jose,#RomanvsBryan,3
2015-02-23T04:10:18Z,Seattle,#Oscars2015,1
2015-02-23T04:10:18Z,Seattle,Patricia Arquette,2
2015-02-23T04:10:18Z,Seattle,Neil Patrick Harris,3
2015-02-23T04:10:18Z,St. Louis,#Oscars2015,1
2015-02-23T04:10:18Z,St. Louis,Neil Patrick Harris,2
2015-02-23T04:10:18Z,St. Louis,Patricia Arquette,3
2015-02-23T04:10:19Z,Tallahassee,#FAMUPageant2k15,1
2015-02-23T04:10:19Z,Tallahassee,#Oscars2015,2
2015-02-23T04:10:19Z,Tallahassee,Whiplash,3
2015-02-23T04:07:21Z,Tampa,#Oscars2015,1
2015-02-23T04:07:21Z,Tampa,Patricia Arquette,2
2015-02-23T04:07:21Z,Tampa,Neil Patrick Harris,3
2015-02-23T04:07:24Z,Tucson,John Legend and Common,1
2015-02-23T04:07:24Z,Tucson,Chris Pine,2
2015-02-23T04:07:24Z,Tucson,#RomanvsBryan,3
2015-02-23T04:10:22Z,Virginia Beach,Travolta,1
2015-02-23T04:10:22Z,Virginia Beach,Chris Pine,2
2015-02-23T04:10:22Z,Virginia Beach,Everything is Awesome,3
2015-02-23T04:07:21Z,Washington,#Oscar2015,1
2015-02-23T04:07:21Z,Washington,Patricia Arquette,2
2015-02-23T04:07:21Z,Washington,#Glory,3
