time,location,name,rank
2015-02-22T19:05:38Z,Richmond,Winston,3
2015-02-22T19:05:33Z,Sacramento,The Duff,1
2015-02-22T19:05:33Z,Sacramento,Sharks,2
2015-02-22T19:05:33Z,Sacramento,Kings,3
2015-02-22T19:05:36Z,Salt Lake City,#PORatUTA,1
2015-02-22T19:05:36Z,Salt Lake City,The Duff,2
2015-02-22T19:05:36Z,Salt Lake City,Zags,3
2015-02-22T19:05:33Z,San Antonio,The Duff,1
2015-02-22T19:05:33Z,San Antonio,Spurs,2
2015-02-22T19:05:33Z,San Antonio,Walmart,3
2015-02-22T19:05:35Z,San Diego,The Duff,1
2015-02-22T19:05:35Z,San Diego,SDCC,2
2015-02-22T19:05:35Z,San Diego,Xbox,3
2015-02-22T19:05:33Z,San Francisco,#IndvsSA,1
2015-02-22T19:05:33Z,San Francisco,Vic Beasley,2
2015-02-22T19:05:33Z,San Francisco,#StadiumSeries,3
2015-02-22T19:01:24Z,San Jose,#TheTitleOfMySexTape,1
2015-02-22T19:01:24Z,San Jose,#HockeyDayInAmerica,2
2015-02-22T19:01:24Z,San Jose,Rinaldo,3
2015-02-22T19:09:52Z,Seattle,#Daytona500,1
2015-02-22T19:09:52Z,Seattle,Walmart,2
2015-02-22T19:09:52Z,Seattle,Tacoma,3
2015-02-22T19:05:34Z,St. Louis,#jacobhasacoolep,1
2015-02-22T19:05:34Z,St. Louis,Winston,2
2015-02-22T19:05:34Z,St. Louis,St. Louis,3
2015-02-22T19:05:38Z,Tallahassee,Winston,1
2015-02-22T19:05:38Z,Tallahassee,Tallahassee,2
2015-02-22T19:05:38Z,Tallahassee,Tally,3
2015-02-22T19:05:36Z,Tampa,#JACOBMERCHAF,1
2015-02-22T19:05:36Z,Tampa,#Daytona500,2
2015-02-22T19:05:36Z,Tampa,#NFLCombine,3
2015-02-22T19:01:27Z,Tucson,#TheTitleOfMySexTape,1
2015-02-22T19:01:27Z,Tucson,#HockeyDayInAmerica,2
2015-02-22T19:01:27Z,Tucson,Rinaldo,3
2015-02-22T19:05:48Z,Virginia Beach,#TheTitleOfMySexTape,1
2015-02-22T19:05:48Z,Virginia Beach,#BuyComeHomeToMeOniTunes,2
2015-02-22T19:05:48Z,Virginia Beach,#HappyAnniversaryLarry,3
2015-02-22T19:09:53Z,Washington,Rinaldo,1
2015-02-22T19:09:53Z,Washington,#939BTSUPGRADE,2
2015-02-22T19:09:53Z,Washington,#CapsFlyers,3
